Organisation,Description,Category,Tech Stack,Tags,Idea List,IRC Channel,Org Page
Institut für Angewandte Informatik (InfAI) e.V.,Putting scientific research into practice.,"
Graphics / Video / Audio / Virtual Reality
","['java', ' javascript', 'a-frame', 'neo4j', 'htc vive']","['virtual reality', 'software quality', 'visualization', 'software analytics', ' web']",https://github.com/softvis-research/Getaviz/wiki/GSoC-Ideas-2019,mailto:softvis@uni-leipzig.de,https://summerofcode.withgoogle.com/archive/2019/organizations/4934728610742272/
Intel Media And Audio For Linux,Intel Media And Audio For Linux,"
Graphics / Video / Audio / Virtual Reality
","['video', 'audio', 'ffmpeg', 'gstreamer', 'hardware acceleration']","['video processing', 'audio firmware', 'hardware accelerated media processing', 'video framework', 'video decoding/encoding']",https://01.org/linuxmedia/documentation/gsoc-2019-ideas,https://01.org/linuxmedia/blogs/seanvk/2017/vaapi-media-consolidation,https://summerofcode.withgoogle.com/archive/2019/organizations/4612056525832192/
InterMine,"Integrating biological data sources, making it easy to query and analyse data","
Science and Medicine
","['java', ' python', ' javascript', ' clojure', ' r']","['bioinformatics', ' web', ' open science', ' biology', ' data visualisation']",http://intermine.org/gsoc/project-ideas/2019/,http://chat.intermine.org/,https://summerofcode.withgoogle.com/archive/2019/organizations/6502123104108544/
Internet Archive,Universal Access to All Knowledge,"
Other
","['python', 'javascript', 'node.js', 'php', 'elasticsearch']","['library', 'archive', 'web archives']",https://docs.google.com/document/d/1posF4zhq2lAz7eikloT9_K4LnHXfJ5VWGpCtJS6rJ0M/edit?usp=sharing,mailto:iagsoc2019@gmail.com,https://summerofcode.withgoogle.com/archive/2019/organizations/5931882041049088/
Internet Systems Consortium,We support the infrastructure of the Internet with Open Source,"
Other
","[' c/c++', 'c99', 'mysql', 'python', 'javascript']","['internet', 'networking', 'dhcp', 'dns', 'infrastructure']",https://gitlab.isc.org/isc-projects/kea/wikis/gsoc/kea%20gsoc%202019,https://lists.isc.org,https://summerofcode.withgoogle.com/archive/2019/organizations/6473524057735168/
JabRef,The open-source reference manager,"
End User Applications
","['java', 'javafx', 'latex']","['academia', 'reference manager', 'bibtex', 'pdf']",http://www.jabref.org/GSoC2019.html,https://gitter.im/JabRef/jabref,https://summerofcode.withgoogle.com/archive/2019/organizations/5195087733063680/
JBoss Community,Community of Java projects around JBoss Middleware,"
Programming Languages and Development Tools
","['java', 'golang', 'react']","['cloud', 'database', 'kubernetes', 'codeuino']",https://developer.jboss.org/wiki/GSoC2019Ideas,https://developer.jboss.org/wiki/JBossGSoCContactInformation,https://summerofcode.withgoogle.com/archive/2019/organizations/6481976553373696/
JdeRobot - Universidad Rey Juan Carlos,A software toolkit for developing applications in Robotics and Computer Vision,"
Other
","[' ros', 'gazebo', ' python', ' c/c++', 'opencv']","['robotics', ' education', 'computer vision', 'developer tools']",https://jderobot.org/GSoC-2019,http://jderobot.org/Community#Questions_and_support,https://summerofcode.withgoogle.com/archive/2019/organizations/4962509264519168/
Jenkins project,Open-source automation server for building great things at any scale,"
Programming Languages and Development Tools
","[' java', ' javascript', 'docker', 'kubernetes', 'machine learning']","['continuous integration', 'continuous delivery', 'devops', 'developer tools', 'automation']",https://jenkins.io/projects/gsoc/2019/project-ideas/,https://gitter.im/jenkinsci/gsoc-sig,https://summerofcode.withgoogle.com/archive/2019/organizations/4658407594786816/
Joomla,"Joomla, the flexible platform empowering website creators.","
Web
","['php', ' javascript', 'mysql', 'html/css', 'cms']","['web', 'web development', 'web application', 'programming languages', 'cms']",https://docs.joomla.org/GSOC_2019_Project_Ideas,https://glip.com/joomla,https://summerofcode.withgoogle.com/archive/2019/organizations/6743345328553984/
JSK Robotics Laboratory / The University of Tokyo,JSK is focusing on the fundamental functions & systems for intelligent robots,"
Science and Medicine
","['ros', 'lisp']","['robotics', 'ros']",http://www.jsk.imi.i.u-tokyo.ac.jp/gsoc/2019,mailto:k-okada+gsoc@jsk.imi.i.u-tokyo.ac.jp,https://summerofcode.withgoogle.com/archive/2019/organizations/5987024522182656/
Kapitan,Generic templated configuration management for kubernetes and more,"
Programming Languages and Development Tools
","['kubernetes', 'terraform', 'python', 'jinja2', 'jsonnet']","['cloud', 'kubernetes']",https://github.com/deepmind/kapitan/issues?q=is%3Aissue+is%3Aopen+label%3Agsoc,https://groups.google.com/d/forum/kapitan-discuss,https://summerofcode.withgoogle.com/archive/2019/organizations/6263521917009920/
KDE Community,Experience Freedom!,"
End User Applications
","['c++', 'qt', 'qt5']","['privacy', 'deskstop', 'desktop application', 'education', 'science']",https://community.kde.org/GSoC/2019/Ideas,https://userbase.kde.org/IRC_Channels,https://summerofcode.withgoogle.com/archive/2019/organizations/6750932035960832/
Kiwix,Internet content for people without internet access,"
End User Applications
","['android', 'java', 'c++', 'python', 'javascript']",['offline access'],https://www.kiwix.org/en/support-us/contribute/google-summer-of-code/,http://webchat.freenode.net/?channels=#kiwix,https://summerofcode.withgoogle.com/archive/2019/organizations/5778289111597056/
KNIME,Open for Innovation,"
Data and Databases
","['javascript', 'java', 'tensorflow']","['data analytics', 'data science', 'machine learning', 'deep learning', 'image processing']",https://docs.google.com/document/d/1uEUJOutcq3cYzuxj8ceCqurZp9PdF-ZwvXq1HkfJx7c,mailto:academia@knime.com,https://summerofcode.withgoogle.com/archive/2019/organizations/6612711935311872/
Kodi Foundation,The ultimate entertainment center,"
End User Applications
","['c++', 'ffmpeg', 'sqlite', 'mysql', 'python']","['media', 'video', 'audio', 'games']",https://kodi.wiki/view/Google_Summer_of_Code/2019,https://kodi.wiki/view/Kodi_related_projects_and_sites,https://summerofcode.withgoogle.com/archive/2019/organizations/4913612756353024/
LabLua,Programming Languages Research with emphasis on the Lua language,"
Programming Languages and Development Tools
","['lua', ' céu']","['scripting languages', ' reactive programming', 'kernel scripting']",http://www.lua.inf.puc-rio.br/gsoc/ideas2019.html,http://groups.google.com/group/labluagsoc,https://summerofcode.withgoogle.com/archive/2019/organizations/4943100659630080/
Libre Space Foundation,Open-source software and hardware technologies for space,"
Science and Medicine
","[' python', 'django', 'arduino', 'raspberry pi', ' c/c++']","['web applications', 'hardware', 'cubesats', 'space applications', ' software defined radio']",https://gitlab.com/librespacefoundation/soc-org/wikis/Google-Summer-of-Code-2019#ideas,https://libre.space/community/,https://summerofcode.withgoogle.com/archive/2019/organizations/6088409171361792/
LibreHealth,Healthcare for Humanity,"
Science and Medicine
","['java', 'javascript', 'webcomponents', 'mysql']","['web apps', 'ictd', 'health', 'global health', 'medicine']",https://forums.librehealth.io/ideas,https://chat.librehealth.io/channels/gsoc,https://summerofcode.withgoogle.com/archive/2019/organizations/4948859590017024/
LibreOffice,LibreOffice is a free and open source office suite.,"
End User Applications
","['c++', ' python', ' java']","['office suite', 'android', 'end user application', 'desktop application']",https://wiki.documentfoundation.org/Development/GSoC/Ideas,https://wiki.documentfoundation.org/Website/IRC,https://summerofcode.withgoogle.com/archive/2019/organizations/6381024487931904/
Libvirt,virtualization abstraction library,"
Cloud
","['virtualization', 'kvm', 'xen', 'c', ' python']","['virtualization', 'virtual machine', 'libraries', 'cloud']",https://wiki.libvirt.org/page/Google_Summer_of_Code_Ideas,https://libvirt.org/contact.html#irc,https://summerofcode.withgoogle.com/archive/2019/organizations/4556574457069568/
Linkerd,Ultralight service mesh for Kubernetes and beyond,"
Cloud
","['golang', 'rust', 'kubernetes', ' react', 'prometheus']","['service mesh', 'cloud native', 'networking', 'kubernetes', 'dev-ops']",https://linkerd.io/gsoc/,https://linkerd.io/2/get-involved/,https://summerofcode.withgoogle.com/archive/2019/organizations/6364232440872960/
Liquid Galaxy project,Liquid Galaxy delivers panoramic views across multiple displays and computers,"
Other
","['python', 'nodejs', 'android', 'maps api']","['geo', 'visualization', 'cluster', 'data']",https://www.liquidgalaxy.eu/2017/08/gsoc-2019-project-ideas.html,http://liquidgalaxy.slack.com,https://summerofcode.withgoogle.com/archive/2019/organizations/4783124586692608/
LLVM Compiler Infrastructure,LLVM Compiler Infrastructure,"
Programming Languages and Development Tools
","['llvm', 'clang']","['programming languages and development tools', 'compiler', 'code analysis']",http://llvm.org/OpenProjects.html#gsoc19,http://llvm.org/docs/#irc,https://summerofcode.withgoogle.com/archive/2019/organizations/5682474363912192/
LuaRocks,The Lua package manager and ecosystem,"
Programming Languages and Development Tools
",['lua'],"['programming languages', 'package managers', 'games']",https://luarocks.github.io/luarocks/gsoc/ideas2019.html,https://gitter.im/luarocks/luarocks,https://summerofcode.withgoogle.com/archive/2019/organizations/5012931375267840/
MacPorts,Package manager for macOS,"
End User Applications
","['tcl', 'c', 'python', 'scripting', 'web']","['package management', 'macos', 'operating systems', 'build tools', 'libraries']",https://trac.macports.org/wiki/SummerOfCode,https://www.macports.org/contact.php#IRC,https://summerofcode.withgoogle.com/archive/2019/organizations/6180821432532992/
MariaDB Foundation,One of the most popular databases on the web with many notable users,"
Data and Databases
","['mariadb', 'mysql', 'c', 'c++', ' java']","['databases', 'sql']",https://mariadb.com/kb/en/mariadb/google-summer-of-code-2019/,https://mariadb.com/kb/en/meta/irc/,https://summerofcode.withgoogle.com/archive/2019/organizations/5215339158175744/
Matrix.org,"An open network for secure, decentralised communication","
Social / Communications
","['python', 'javascript', ' nodejs', 'postgresql', 'go']","['decentralisation', 'realtime communications', 'federated', 'interoperability']",https://matrix-org.github.io/gsoc/,https://matrix.to/#/#gsoc:matrix.org,https://summerofcode.withgoogle.com/archive/2019/organizations/4888795948777472/
MBDyn - Multibody Dynamics,Scientific mechanical simulation tool for engineering research and development,"
Science and Medicine
","[' python', 'c++', 'scripting']","['mechanical engineering', 'aeronautics', 'multibody dynamics', 'aerodynamics', 'linear algebra']",https://public.gitlab.polimi.it/DAER/mbdyn/wikis/Google-Summer-of-Code/Project-Ideas,http://lists.mbdyn.org/mailman/listinfo/mbdyn-users,https://summerofcode.withgoogle.com/archive/2019/organizations/6496732601384960/
MetaBrainz Foundation Inc,MetaBrainz curates and makes available metadata about music and books.,"
Data and Databases
","['python', 'perl', 'javascript', 'postgres', 'react']","['music', 'books', 'open data', 'metadata', 'community']",https://wiki.musicbrainz.org/Development/Summer_of_Code/2019,https://metabrainz.org/contact,https://summerofcode.withgoogle.com/archive/2019/organizations/4667145252765696/
MIT App Inventor,Anyone Can Build Apps That Impact the World,"
Programming Languages and Development Tools
","[' java', ' javascript', ' android', 'google app engine', 'gwt']","['iot', ' education', 'programming languages and development tools', 'mobile', 'api']",https://github.com/mit-cml/appinventor-sources/wiki/Projects-GSoC-2019,https://groups.google.com/forum/#!forum/app-inventor-open-source-dev,https://summerofcode.withgoogle.com/archive/2019/organizations/5222565591646208/
mlpack,"fast, flexible C++ machine learning library","
Data and Databases
",['c++'],"['machine learning', 'data science', 'data mining', 'fast algorithms']",https://github.com/mlpack/mlpack/wiki/SummerOfCodeIdeas,http://webchat.freenode.net/?channels=mlpack,https://summerofcode.withgoogle.com/archive/2019/organizations/5934768259072000/
Moira,Moira is a realtime alerting system based on Graphite data,"
Programming Languages and Development Tools
","['golang', ' javascript', 'typescript', 'grafana', 'graphite']","[' devops', 'alerting', 'monitoring', 'devtools', 'sre']",https://moira.readthedocs.io/en/latest/gsoc.html,https://t.me/moira_alert,https://summerofcode.withgoogle.com/archive/2019/organizations/6751954187845632/
Moodle,Empowering educators to improve our world,"
Social / Communications
","['php', ' javascript', 'sql', 'angular', 'ionic']","[' education', ' web applications', 'e-learning', 'school system', 'learning management']",https://docs.moodle.org/dev/Projects_for_new_developers,https://telegram.me/moodledev,https://summerofcode.withgoogle.com/archive/2019/organizations/5681434444955648/
Mozilla,"The internet for people, not for profit.","
Web
","['javascript', 'python', 'rust', 'c++', ' react']","['internet freedom', 'web technologies', 'privacy/security']",https://wiki.mozilla.org/Community:SummerOfCode19#Project_List,https://wiki.mozilla.org/IRC,https://summerofcode.withgoogle.com/archive/2019/organizations/5091266142928896/
MuseScore,MuseScore is music notation software used by millions of musicians worldwide,"
End User Applications
","['qt', 'c++', 'cmake']","['music', 'notation', 'composing', 'midi', 'sheet music']",https://musescore.org/en/handbook/developers-handbook/google-summer-code/ideas-2019,https://t.me/musescoreeditorchat,https://summerofcode.withgoogle.com/archive/2019/organizations/4748058460422144/
Named Data Networking Project,A Content-Centric Future Internet architecture,"
Web
","['java', 'android', ' javascript', 'c++14', 'c#']","['networking', 'informationc centric networking', 'ipfs']",https://named-data.net/gsoc-2019/#project-ideas,http://minindn.memphis.edu/ndnslack/,https://summerofcode.withgoogle.com/archive/2019/organizations/5873958367264768/
National Resource for Network Biology (NRNB),Developing open source software to enable network-based biomedical discovery,"
Science and Medicine
","['java', ' javascript', 'python', 'c++', 'web']","['network biology', 'graphics', 'web application', 'scientific computing', 'data science']",https://github.com/nrnb/GoogleSummerOfCode/issues,https://groups.google.com/forum/#!forum/cytoscape-helpdesk,https://summerofcode.withgoogle.com/archive/2019/organizations/6637709450280960/
Neovim,Vim-fork focused on extensibility and usability,"
Programming Languages and Development Tools
","['c', 'lua']","['editor', 'text editor', 'developer tools', 'system programming', 'cross-platform']",https://github.com/neovim/neovim/wiki/GSoC-2019-Ideas,https://gitter.im/neovim/neovim,https://summerofcode.withgoogle.com/archive/2019/organizations/4864359866564608/
Netfilter project,"Firewalling, NAT and packet mangling for Linux","
Operating Systems
","['c', 'linux kernel']","['network security', 'software defined networking', 'network monitoring']",http://people.netfilter.org/pablo/nf-ideas-2019.txt,https://netfilter.org/mailinglists.html,https://summerofcode.withgoogle.com/archive/2019/organizations/6409236987248640/
NumFOCUS,"Promoting open practices in research, data, and scientific computing.","
Science and Medicine
","['python', ' javascript', 'c/c++', 'r']","['scientific computing', 'numerical computation', 'graphics', 'data science', 'pydata']",https://github.com/numfocus/gsoc/blob/master/2019/ideas-list.md,https://groups.google.com/a/numfocus.org/forum/#!forum/gsoc,https://summerofcode.withgoogle.com/archive/2019/organizations/5617300198129664/
NV Access,Empowering lives through non-visual access to technology,"
Other
","['python', 'c++', 'ui automation', 'iaccessible2', 'win32 api']","['accessibility', 'blindness', 'screen reader', 'braille', 'text to speech']",https://github.com/nvaccess/nvda/wiki/GSOC-2019-Ideas-List,https://sourceforge.net/p/nvda/lists/nvda-devel/,https://summerofcode.withgoogle.com/archive/2019/organizations/5392062852104192/
Open Astronomy,Opening the eyes of research astronomy software to the whole world.,"
Science and Medicine
","['python', 'julia', 'c++', 'numba']","['visualisation', 'astronomy', 'solar physics', 'high energy astrophysics', 'orbital mechanics']",http://openastronomy.org/gsoc/gsoc2019/,http://openastronomy.org,https://summerofcode.withgoogle.com/archive/2019/organizations/5152196847468544/
Open Bioinformatics Foundation,Promoting practice & philosophy of OSS & Open Science in biological research.,"
Science and Medicine
","['python', 'perl', 'java', 'javascript', 'biojs']","['computational biology', 'bioinformatics']",https://obf.github.io/GSoC/ideas/,https://obf.github.io/GSoC/contact/,https://summerofcode.withgoogle.com/archive/2019/organizations/5294944380518400/
Open Chemistry,Advancing Open Source and Open Science for Chemistry,"
Science and Medicine
","['c++', 'python', 'opengl', 'javascript', 'html']","['chemistry', 'graphics', ' scientific visualization', 'data science']",http://wiki.openchemistry.org/GSoC_Ideas_2019,https://openchemistry.slack.com/,https://summerofcode.withgoogle.com/archive/2019/organizations/4508112394911744/
Open Data Kit,Open Data Kit is used to collect data for social good in difficult environments.,"
End User Applications
","['android', ' java']","['mobile', ' global development', ' global health', ' social good']",https://forum.opendatakit.org/t/18160,http://slack.opendatakit.org,https://summerofcode.withgoogle.com/archive/2019/organizations/5559834475233280/
Open Roberta,Open Roberta® Lab is an online IDE introducing kids to program robots with NEPO®,"
Programming Languages and Development Tools
","[' java', ' javascript']","['education', ' web', 'visual programming', 'robotics']",https://github.com/OpenRoberta/robertalab/wiki/Google-Summer-of-Code,https://github.com/OpenRoberta/robertalab/wiki/Community,https://summerofcode.withgoogle.com/archive/2019/organizations/6273661445603328/
Open Source Robotics Foundation,"Open source software for use in robotics research, education and industry","
Programming Languages and Development Tools
","['ros', 'gazebo', 'c++', 'python']",['robotics'],https://github.com/osrf/osrf_wiki/wiki/GSoC,http://wiki.ros.org/Get%20Involved,https://summerofcode.withgoogle.com/archive/2019/organizations/5150988804030464/
Open Technologies Aliance - GFOSS,Promote Openness through use and development of Open Standards and Open Source,"
Programming Languages and Development Tools
","['python', ' javascript', 'gtk', 'qt', 'arduino']","['robotics', 'programming languages', 'open education', 'c- c+', 'java']",https://ellak.gr/wiki/index.php?title=Google_Summer_of_Code_2019_proposed_ideas,https://lists.ellak.gr/gsoc-developers/listinfo.html,https://summerofcode.withgoogle.com/archive/2019/organizations/6491213031538688/
OpenCV,Open Source Computer Vision and Deep Learning Library,"
Graphics / Video / Audio / Virtual Reality
","['c++', 'python']","['vision', 'machine learning', 'robotics', 'deep learning']",https://github.com/opencv/opencv/wiki/GSoC_2019,https://github.com/opencv/opencv/wiki/GSoC_2019#general-information,https://summerofcode.withgoogle.com/archive/2019/organizations/5070964117733376/
OpenMRS,Write code. Save lives.,"
Science and Medicine
","[' java', ' javascript', 'spring', 'mysql', ' android']","['science and medicine', 'open source', 'medical record', 'developing countries']",https://wiki.openmrs.org/display/RES/Summer+Of+Code+2019,https://wiki.openmrs.org/display/IRC/Home,https://summerofcode.withgoogle.com/archive/2019/organizations/6088660628275200/
OpenStreetMap,Creating and distributing free geographic data for the world.,"
Data and Databases
","[' javascript', 'ruby', ' java', ' c/c++']","['gis', 'geoinformatics', 'maps', 'crowdsourcing', 'open data']",https://wiki.openstreetmap.org/wiki/Google_Summer_of_Code/2019/Project_ideas,https://wiki.openstreetmap.org/wiki/IRC,https://summerofcode.withgoogle.com/archive/2019/organizations/4651509608873984/
OpenWISP,A Hackable Network Management System for the 21st Century,"
End User Applications
","['python', 'django', 'javascript', 'ansible', 'openwrt']","['networking', 'wifi', 'iot', 'configu', 'telecom']",http://openwisp.org/gsoc/ideas-2019.html,https://gitter.im/openwisp/general,https://summerofcode.withgoogle.com/archive/2019/organizations/4578309608833024/
Oppia Foundation,"Collaborative tools for creating free, effective and enjoyable online lessons","
Web
","['angularjs', 'python', 'javascript', 'app engine', 'css']","['education', 'web development', 'interactive', 'tools', 'community']",https://github.com/oppia/oppia/wiki/Google-Summer-of-Code-2019#oppias-project-ideas,https://github.com/oppia/oppia/wiki/Google-Summer-of-Code-2019#communication,https://summerofcode.withgoogle.com/archive/2019/organizations/6170718394384384/
OSGeo,The Open Source Geospatial Foundation,"
Other
","[' c/c++', ' python', 'sql', 'open source databases', ' java']","['gis', 'maps', 'geoinformatics', ' geolocation', 'computer vision']",https://wiki.osgeo.org/wiki/Google_Summer_of_Code_2019_Ideas,https://wiki.osgeo.org/wiki/Google_Summer_of_Code_Recommendations_for_Students#How_to_get_in_contact_via_IRC,https://summerofcode.withgoogle.com/archive/2019/organizations/6684630290268160/
OWASP Foundation,"OWASP, The Open Web Application Security Project.","
Security
","['python', ' java', 'javascript', 'php']","['appsec', 'application security', 'secure development', 'sdlc', 'security']",https://www.owasp.org/index.php/GSoC2019_Ideas,https://owasp.slack.com/messages/CFJLZNFN1,https://summerofcode.withgoogle.com/archive/2019/organizations/5214459562295296/
PEcAn Project,"Ecosystem science, policy, and management informed by the best  data and models","
Science and Medicine
","['r', 'python', 'postgresql', ' docker', 'singularity']","['ecosystem models', 'ecological forecasting', ' scientific visualization', 'data science', ' climate science']",https://pecanproject.github.io/gsoc_ideas.html,https://join.slack.com/t/pecanproject/shared_invite/enQtMzkyODUyMjQyNTgzLTYyZTZiZWQ4NGE1YWU3YWIyMTVmZjEyYzA3OWJhYTZmOWQwMDkwZGU0Mjc4Nzk0NGYwYTIyM2RiZmMyNjg5MTE,https://summerofcode.withgoogle.com/archive/2019/organizations/5919891029229568/
Percona,Unbiased open source database experts.,"
Data and Databases
","['mysql', 'postgresql', 'prometheus', 'javascript', 'selenium']","['database optimization', 'metrics', 'testing', 'monitoring', 'databases']",https://www.percona.com/googlesummerofcode2019,https://groups.google.com/forum/#!forum/percona-gsoc,https://summerofcode.withgoogle.com/archive/2019/organizations/4926515777634304/
Performance Co-Pilot,Performance Co-Pilot - system-level performance analysis toolkit,"
Operating Systems
","['python', 'redis', 'c', 'linux', 'javascript']","['high performance computing', 'kernel', 'performance', 'visualization', 'web development']",https://pcp.io/gsoc/2019/ideas.html,https://pcp.io/community.html,https://summerofcode.withgoogle.com/archive/2019/organizations/5769836615958528/
Pharo Consortium,The immersive programming experience,"
Programming Languages and Development Tools
","['pharo', 'squeak', 'smalltalk', 'ide', 'os']","['web development', 'data science', 'nlp', 'material design', 'cli']",http://gsoc.pharo.org/,https://discordapp.com/invite/QewZMZa,https://summerofcode.withgoogle.com/archive/2019/organizations/6725431019962368/
phpMyAdmin,A web interface for MySQL written in PHP,"
Data and Databases
","['php', 'mysql', 'bootstrap', 'javascript', 'cakephp']","['mysql', 'developer', 'administrator', 'database', 'web applications']",https://github.com/phpmyadmin/phpmyadmin/wiki/GSoC_2019_ideas_list,https://lists.phpmyadmin.net/mailman/listinfo/developers,https://summerofcode.withgoogle.com/archive/2019/organizations/5607768440963072/
Pitivi,Allowing everyone on the planet to express themselves through filmmaking,"
Graphics / Video / Audio / Virtual Reality
","['python 3', 'gtk', 'gstreamer', 'c']","['filmmaking', 'video editing', 'video processing']",http://developer.pitivi.org/GSoC_Ideas.html,http://www.pitivi.org/?go=contact,https://summerofcode.withgoogle.com/archive/2019/organizations/5637551623241728/
PostgreSQL,The World's Most Advanced Open Source Database,"
Data and Databases
","['postgresql', 'sql', 'rdbms', 'c']","['data', 'database', 'big data']",https://wiki.postgresql.org/wiki/GSoC_2019,https://www.postgresql.org/community/irc/,https://summerofcode.withgoogle.com/archive/2019/organizations/5190353336926208/
Project PANOPTES,Discover New Worlds,"
Science and Medicine
","['python 3', 'arduino', 'cloud']","['astronomy', 'robotics', 'exoplanet', 'image processing']",https://projectpanoptes.org/gsoc-2019/,https://forum.projectpanoptes.org/c/GSoC-2019,https://summerofcode.withgoogle.com/archive/2019/organizations/5716618817044480/
Public Lab,Open hardware and software to help communities measure and analyze pollution,"
Science and Medicine
","['ruby on rails', 'javascript', 'node.js', 'raspberry pi']","['science', 'environment', 'collaboration', 'community', 'hardware']",https://publiclab.org/gsoc-ideas,https://publiclab.org/chat,https://summerofcode.withgoogle.com/archive/2019/organizations/5206886662537216/
Purr Data,Visual Programming Language for Realtime Multimedia,"
Programming Languages and Development Tools
","['javascript', 'node.js', ' html5', ' c/c++']","['real-time system', 'audio', 'digital signal processing', 'video', 'data visualization']",https://git.purrdata.net/jwilkes/summer-of-code-ideas-list,http://disis.music.vt.edu/cgi-bin/mailman/listinfo/l2ork-dev,https://summerofcode.withgoogle.com/archive/2019/organizations/4920428332580864/
Python Software Foundation,Python is a programming language used by software developers and scientists.,"
Science and Medicine
",['python'],"['programming languages', 'science']",http://python-gsoc.org/,http://python-gsoc.org/index.html#contact,https://summerofcode.withgoogle.com/archive/2019/organizations/4923862075047936/
QEMU,Open source machine emulator and virtualizer,"
Cloud
","['linux', 'kvm', 'c', 'virtualization']","['emulator', 'hypervisor', 'lowlevel', 'code generation']",https://wiki.qemu.org/Google_Summer_of_Code_2019,https://webchat.oftc.net/?nick=&amp;channels=%23qemu-gsoc&amp;uio=d4,https://summerofcode.withgoogle.com/archive/2019/organizations/6510621636427776/
R project for statistical computing,R is a free software environment for statistical computing and graphics,"
Programming Languages and Development Tools
","['r-project', 'c', 'c++', 'fortran', 'javascript']","['data science', 'visualization', 'statistics', 'graphics', 'machine learning']",https://github.com/rstats-gsoc/gsoc2019/wiki/table-of-proposed-coding-projects,https://github.com/rstats-gsoc/gsoc2019/wiki,https://summerofcode.withgoogle.com/archive/2019/organizations/5218980686462976/
ReactOS,Open your windows to freedom!,"
Operating Systems
","['c', 'c++', 'nt', 'win32', 'php']","['operating systems', 'drivers', 'kernel', 'windows', 'web services']",https://reactos.org/wiki/Google_Summer_of_Code_2019_Ideas,https://chat.reactos.org,https://summerofcode.withgoogle.com/archive/2019/organizations/5356941075808256/
Read the Docs,Documentation Simplified,"
Programming Languages and Development Tools
","['python', 'django', 'documentation', 'sphinx']","['documentation', 'web']",https://docs.readthedocs.io/en/latest/gsoc.html,https://docs.readthedocs.io/en/latest/contribute.html?highlight=irc#get-in-touch,https://summerofcode.withgoogle.com/archive/2019/organizations/5033715393101824/
Red Hen Lab,Research on Multimodal Communication,"
Science and Medicine
","['nlp', 'python', 'asr', 'opencv', 'machine learning']","['multimedia', 'communication', 'big data', 'cognitive science', 'ai']",https://sites.google.com/site/distributedlittleredhen/summer-of-code/google-summer-of-code-2019-ideas-page,http://redhen-gsoc.slack.com,https://summerofcode.withgoogle.com/archive/2019/organizations/4781629350871040/
RoboComp,An open-source framework to develop and manage robot components.,"
Other
","[' python', 'c++11', 'component-based development', 'qt', ' opencv']","[' robotics', 'computer vision', 'multi-agent system', 'component-based development']",https://robocomp.github.io/web/blog/gsoc/ideas2019,https://groups.google.com/forum/?hl=en#!forum/robocomp-dev,https://summerofcode.withgoogle.com/archive/2019/organizations/6183862000943104/
Rocket.Chat,The ultimate open source team chat and collaboration platform,"
Social / Communications
","[' javascript', 'node.js', ' react', 'ios', ' android']","['collaboration', 'chat', 'chatbot', 'realtime communications', 'instant messaging']",https://rocket.chat/docs/contributing/google-summer-of-code-2019/#project-ideas,https://open.rocket.chat,https://summerofcode.withgoogle.com/archive/2019/organizations/5613954468937728/
RTEMS Project,RTEMS is a real-time operating system kernel used around the world and in space.,"
Operating Systems
","['c/c++', ' python', ' assembly', ' posix ', ' bsd unix']","['real time', ' kernel', ' embedded systems', ' multicore', ' iot cps']",https://devel.rtems.org/wiki/Developer/OpenProjects,https://devel.rtems.org/wiki/Developer/IRC,https://summerofcode.withgoogle.com/archive/2019/organizations/4579649638629376/
Ruby,The Ruby programming language and other libraries,"
Programming Languages and Development Tools
","['ruby', 'c']","['programming languages', 'developer tools', 'web servers']",https://github.com/rubygsoc/rubygsoc/wiki/Ideas-List,http://slack.bundler.io,https://summerofcode.withgoogle.com/archive/2019/organizations/6496971961925632/
Ruby Science Foundation,Tools for scientific computation in Ruby,"
Science and Medicine
","['ruby', 'c/c++', 'cuda', 'ai', 'machine learning']","['scientific computing', ' scientific visualization', 'data-science', 'hpc', 'linear algebra']",https://github.com/SciRuby/sciruby/wiki/Google-Summer-of-Code-2019-Ideas,http://sciruby.com,https://summerofcode.withgoogle.com/archive/2019/organizations/6207728010133504/
SageMath,open-source mathematics software system,"
Science and Medicine
","['python', 'cython']","['mathematics', 'education', 'research', 'math']",https://wiki.sagemath.org/GSoC/2019,https://groups.google.com/group/sage-gsoc/,https://summerofcode.withgoogle.com/archive/2019/organizations/4925411685826560/
Salesforce,"From the kernel to the browser, open source projects from Salesforce.","
Cloud
","['scala', ' apache spark', 'javascript', ' nodejs', 'react']","['machine learning', 'natural language processing', ' web applications', 'user interface', 'cli']",https://github.com/salesforce/gsoc,mailto:oss-gsoc@salesforce.com,https://summerofcode.withgoogle.com/archive/2019/organizations/5996747724161024/
Samba,Samba is the standard Windows interoperability suite of programs for Linux/Unix.,"
Data and Databases
","['c', 'smb']",['networking'],https://wiki.samba.org/index.php/SoC/Ideas,https://www.samba.org/samba/irc.html,https://summerofcode.withgoogle.com/archive/2019/organizations/4908878360215552/
SCoRe Lab (Sustainable Computing Research Lab),"SCoRe has conducted research covering various aspects of Security, Mobile & IOT.","
Security
","['python', 'nodejs', 'android', 'golang']","['information security', 'mobile', 'cloud', 'web development', 'machine learning']",http://www.scorelab.org/gsoc-2019/,https://gitter.im/scorelab/scorelab,https://summerofcode.withgoogle.com/archive/2019/organizations/4922378566500352/
