Organisation,Description,Category,Tech Stack,Tags,Idea List,IRC Channel,Org Page
KDE,Experience Freedom!,"
End User Applications
","['c++', 'qt', 'qt5']","['desktop', 'desktop application', 'education', 'science', 'communication']",https://community.kde.org/GSoC/2017/Ideas,https://userbase.kde.org/IRC_Channels,https://summerofcode.withgoogle.com/archive/2017/organizations/5586250824155136/
LabLua,Programming Languages Research with emphasis on  the Lua language,"
Programming Languages and Development Tools
","['lua', 'céu']","['scripting languages', 'reactive programming']",http://www.lua.inf.puc-rio.br/gsoc/ideas2017.html,http://groups.google.com/group/labluagsoc,https://summerofcode.withgoogle.com/archive/2017/organizations/5842237585883136/
LibreHealth,Healthcare for Humanity,"
Science and Medicine
","['java', 'php', 'javascript', 'mysql']",['web'],https://forums.librehealth.io/ideas,https://chat.librehealth.io,https://summerofcode.withgoogle.com/archive/2017/organizations/5574687430017024/
LibreOffice,"Free Office Suite, Fun Project, Fantastic People","
End User Applications
","['c++', 'python', 'java']","['office suite', 'desktop application']",https://wiki.documentfoundation.org/Development/GSoC/Ideas,https://wiki.documentfoundation.org/Website/IRC,https://summerofcode.withgoogle.com/archive/2017/organizations/5507893709242368/
libvirt,virtualization abstraction library,"
Cloud
","['kvm', 'xen', 'hypervisor']","['virtualization', 'library']",http://wiki.libvirt.org/page/Google_Summer_of_Code_Ideas,http://libvirt.org/contact.html#irc,https://summerofcode.withgoogle.com/archive/2017/organizations/6082542885142528/
Liquid Galaxy Project,Get immersed in open-source!,"
Graphics / Video / Audio / Virtual Reality
","['javascript', 'ros', 'gis', 'cesiumjs']","['virtual reality', 'geospatial', 'visualisation', 'graphics', 'webvr']",https://github.com/LiquidGalaxy/liquid-galaxy/wiki/GSoC2017IdeasPage,mailto:lg-gsoc@endpoint.com,https://summerofcode.withgoogle.com/archive/2017/organizations/5279287632461824/
LLVM Compiler Infrastructure,llvm,"
Programming Languages and Development Tools
","['llvm', 'clang']","['compiler', 'compilers']",http://llvm.org/OpenProjects.html#gsoc17,http://llvm.org/docs/#irc,https://summerofcode.withgoogle.com/archive/2017/organizations/6215410651234304/
lowRISC,Creating a fully open-source SoC design,"
Other
","['verilog', 'chisel', 'risc-v', 'linux']","['fpga', 'hardware', 'soc', 'security']",http://www.lowrisc.org/docs/gsoc-2017-ideas/,https://listmaster.pepperfish.net/cgi-bin/mailman/listinfo/lowrisc-dev-lists.lowrisc.org,https://summerofcode.withgoogle.com/archive/2017/organizations/5688479367299072/
LuaRocks,The package manager for the Lua programming language,"
Programming Languages and Development Tools
","['lua', ' lua', 'luarocks']","['programming tools', 'programming language', 'package management']",http://luarocks.github.io/luarocks/gsoc/ideas2017.html,http://gitter.im/luarocks/luarocks,https://summerofcode.withgoogle.com/archive/2017/organizations/5624527572697088/
MariaDB,One of the most popular databases on the web with many notable users,"
Data and Databases
","['mariadb', 'mysql', 'c', 'c++', 'java']",['database'],https://mariadb.com/kb/en/mariadb/google-summer-of-code-2017/,https://mariadb.com/kb/en/meta/irc/,https://summerofcode.withgoogle.com/archive/2017/organizations/4752192066027520/
Matrix.org,An ambitious open source project creating a new decentralised comms ecosystem.,"
Social / Communications
","['react', ' android', 'ios', 'golang', 'nodejs']","[' real time', 'communication', 'collaboration', 'decentralisation', 'interoperability']",https://github.com/matrix-org/GSoC/blob/master/IDEAS.md,https://github.com/matrix-org/GSoC/blob/master/README.md,https://summerofcode.withgoogle.com/archive/2017/organizations/6700587336859648/
MBDyn,High fidelity multibody dynamics engine with extended capabilities,"
Science and Medicine
","['c++', 'python']","['engineering', 'science', 'numerical methods', 'aerospace', 'mechanics']",https://louisgag.github.io/mbdyn-gsoc-projects/,http://lists.mbdyn.org/mailman/listinfo/mbdyn-users,https://summerofcode.withgoogle.com/archive/2017/organizations/6633793616084992/
MetaBrainz Foundation Inc.,MetaBrainz operates MusicBrainz and a number of related open data projects.,"
Data and Databases
","['postgres', 'perl', 'python', 'javascript', 'bigquery']","['music', 'data', 'big data', 'open data', 'community']",http://wiki.musicbrainz.org/Development/Summer_of_Code/2017,https://metabrainz.org/contact,https://summerofcode.withgoogle.com/archive/2017/organizations/5723792051535872/
Metasploit,Open Source framework for exploit development and penetration testing,"
Security
","['ruby', 'c', 'asm']","['security', 'exploitation']",https://github.com/rapid7/metasploit-framework/wiki/GSoC-2017-Project-Ideas,https://github.com/rapid7/metasploit-framework/wiki/Contact,https://summerofcode.withgoogle.com/archive/2017/organizations/5632986779222016/
Microkernel devroom,"Confederation of microkernel projects (Genode, HelenOS, GNU Hurd, MINIX, Redox)","
Operating Systems
","['c', 'c++', 'rust', 'arm', 'x86']","['microkernel', 'components', 'ipc', 'desktop', 'virtualization']",http://gsoc.microkernel.info/,mailto:gsoc@microkernel.info,https://summerofcode.withgoogle.com/archive/2017/organizations/5026327212064768/
Mifos Initiative,End Poverty One Line of Code at a Time,"
End User Applications
","['java', 'android', 'angularjs', 'spring', 'mysql']","['fintech', 'mobile banking', 'digital financial services', 'microfinance', 'financial inclusion']",https://mifosforge.jira.com/wiki/display/RES/Google+Summer+of+Code+2017+Ideas,https://gitter.im/openMF/mifos,https://summerofcode.withgoogle.com/archive/2017/organizations/5486404108812288/
MIT App Inventor,Empowering anyone to make their world a better place,"
Programming Languages and Development Tools
","['java', 'javascipt', 'app', 'google app engine', 'gwt']","['mobile apps', 'api', 'blockchain', 'education', 'iot']",https://github.com/mit-cml/appinventor-sources/wiki/Projects-GSoC-17,https://groups.google.com/forum/#!forum/app-inventor-open-source-dev,https://summerofcode.withgoogle.com/archive/2017/organizations/6712150730997760/
Mixxx DJ Software,DJ Your Way. For Free.,"
Graphics / Video / Audio / Virtual Reality
","['qt', 'c++', 'c++11', 'midi', 'hid']","['audio', 'dsp', 'music', 'dj', 'art']",https://mixxx.org/wiki/doku.php/gsoc2017ideas,http://mixxx.org/irc,https://summerofcode.withgoogle.com/archive/2017/organizations/5298974017716224/
mlpack,a scalable C++ machine learning library,"
Data and Databases
",['c++'],['machine learning'],https://github.com/mlpack/mlpack/wiki/SummerOfCodeIdeas,http://webchat.freenode.net/?channels=mlpack,https://summerofcode.withgoogle.com/archive/2017/organizations/5584462775582720/
Mobile Robot Programming Toolkit (MRPT),Mobile Robot Programming Toolkit: empowering C++ development in robotics,"
Science and Medicine
","['qt', 'c++', 'opengl', 'wxwidgets', 'ros']","['robotics', 'slam', 'computer vision', 'webapps', 'algorithms']",https://github.com/MRPT/mrpt/wiki/Ideas-page-for-MRPT-Google-Summer-of-Code-2017,https://groups.google.com/forum/#!forum/mrpt-users,https://summerofcode.withgoogle.com/archive/2017/organizations/5289044053327872/
Mono Project,Cross-platform C#/F#/.NET runtime and tools,"
Programming Languages and Development Tools
","['c#', '.net', 'f#', 'c']","['compiler', 'ide', 'mobile development', 'web development', 'programming tools']",http://www.mono-project.com/community/google-summer-of-code/projects,http://www.mono-project.com/community/help/irc/,https://summerofcode.withgoogle.com/archive/2017/organizations/4814565460148224/
Moodle,The world's open source learning platform,"
Social / Communications
","['php', 'jquery', 'mysql', 'postgresql', ' javascript']","['education', 'web application', 'e-learning', 'school system', 'learning management']",https://docs.moodle.org/dev/Projects_for_new_developers,https://telegram.me/moodledev,https://summerofcode.withgoogle.com/archive/2017/organizations/5171600185884672/
MovingBlocks,Terasology: like an open source Minecraft - imagine the possibilities!,"
End User Applications
","['java', 'opengl', 'blender', 'json', 'gradle']","['games', 'voxel', 'minecraft', 'sandbox', 'modding']",https://github.com/MovingBlocks/Terasology/wiki/GSOC,https://github.com/MovingBlocks/Terasology/wiki/Using-IRC,https://summerofcode.withgoogle.com/archive/2017/organizations/4985951029821440/
Mozilla,"Internet for people, not profit.","
Web
","['js', 'rust', 'html/css', 'c++', 'python']","['web', ' web platform and services', 'education', 'web browser']",https://wiki.mozilla.org/Community:SummerOfCode17,https://wiki.mozilla.org/IRC,https://summerofcode.withgoogle.com/archive/2017/organizations/6414943960170496/
MuseScore,Free and open-source music notation software,"
Graphics / Video / Audio / Virtual Reality
","['c++11', 'qt5', 'qt', 'breakpad']","['music engraving', 'music', 'midi', 'sheet music']",https://musescore.org/en/developers-handbook/google-summer-code/ideas-2017,https://musescore.org/en/development#Get-help-from-other-developers,https://summerofcode.withgoogle.com/archive/2017/organizations/4738118800375808/
National Resource for Network Biology (NRNB),Developing open source software to enable network-based biomedical discovery,"
Science and Medicine
","['java', ' javascript', 'python', 'php', 'c++']","['network biology', 'graphics', 'web', 'ui/ux', 'database']",https://github.com/nrnb/GoogleSummerOfCode/issues,https://groups.google.com/forum/#!forum/cytoscape-helpdesk,https://summerofcode.withgoogle.com/archive/2017/organizations/6499778154201088/
Netfilter project,FOSS community-driven project that provides firewalling tools for Linux,"
Operating Systems
","['linux', 'kernel', 'c']","['firewall', 'networking']",http://people.netfilter.org/pablo/nf-ideas-2017.txt,mailto:pablo@netfilter.org,https://summerofcode.withgoogle.com/archive/2017/organizations/6602954140286976/
Nmap Security Scanner,Swiss Army knife of network discovery and security auditing,"
Security
","['c/c++', 'lua', 'python', 'c', 'c++']","['security', 'networking', 'ipv6', 'linux', 'network mapping']",https://nmap.org/soc/,http://webchat.freenode.net/?channels=nmap,https://summerofcode.withgoogle.com/archive/2017/organizations/5603880054292480/
NumFOCUS,NumFOCUS promotes open source scientific software.,"
Science and Medicine
","['python', 'javascript', 'r', 'c/c++']","['scientific computing', ' numerical computation', ' graphics', ' data science']",https://github.com/numfocus/gsoc/blob/master/2017/ideas-list.md,https://groups.google.com/a/numfocus.org/forum/#!forum/gsoc,https://summerofcode.withgoogle.com/archive/2017/organizations/6630791836598272/
Open Bioinformatics Foundation,Promoting practice & philosophy of OSS & Open Science in biological research.,"
Science and Medicine
","[' python', 'perl', 'java', 'c++', 'c/c++']",['bioinformatics'],http://obf.github.io/GSoC/ideas/,http://obf.github.io/GSoC/contact/,https://summerofcode.withgoogle.com/archive/2017/organizations/6098536001175552/
