Organisation,Description,Category,Tech Stack,Tags,Idea List,IRC Channel,Org Page
Inkscape,Vector graphic editor,"
Graphics / Video / Audio / Virtual Reality
","['c/c++', 'python 3']","['vector graphics', 'design', 'web']",https://wiki.inkscape.org/wiki/index.php?title=Google_Summer_of_Code#Suggested_Project_Ideas,https://inkscape.org/community/,https://summerofcode.withgoogle.com/archive/2021/organizations/5656327346454528/
Integrated Ocean Observing System (IOOS),"IOOS is our eyes on the ocean, coasts, and Great Lakes.","
Other
","['python', 'big data science', 'ocean technology']","['earth sciences', 'data science', 'open data', 'data discovery']",https://github.com/ioos/gsoc/blob/master/2021/ideas-list.md,https://gitter.im/ioos,https://summerofcode.withgoogle.com/archive/2021/organizations/5159672092295168/
Intel Video and Audio for Linux,We work on Linux opensource video and AI software for Intel,"
Graphics / Video / Audio / Virtual Reality
","['ffmpeg', 'gstreamer', 'libxcam', 'vaapi']","['graphics / video / audio / virtual reality', '360 stereo video', 'ffmpeg neuronetwork']",https://01.org/linuxmedia/gsoc/gsoc-2020-ideas,mailto:guangxin.xu@intel.com,https://summerofcode.withgoogle.com/archive/2021/organizations/6244611265134592/
International Catrobat Association,Computational thinking for all with free visual coding apps,"
Programming Languages and Development Tools
","[' android', 'swift', 'php', ' javascript', ' kotlin']","['visual programming', ' mobile programming', 'game engines', 'creativity tools', ' education']",https://catrob.at/gsoc21,https://github.com/Catrobat/Catroid#contributing,https://summerofcode.withgoogle.com/archive/2021/organizations/5201744182640640/
Internet Archive,Universal Access to All Knowledge,"
Web
","['python', 'javascript', 'hadoop', 'elasticsearch', ' golang']",['archiving'],https://docs.google.com/document/d/1qt1dfk6rNE3yzMJXbriDjpeDrn6LQeiXviREvnXP6bE/edit#heading=h.5qhlrygrim5x,mailto:info@archive.org,https://summerofcode.withgoogle.com/archive/2021/organizations/6193723385315328/
JabRef e.V.,Non profit organization developing the Open Source bibliography manager JabRef,"
Science and Medicine
","['java', 'javafx', 'bibtex', 'latex', ' typescript']","['science', ' literature', ' library']",https://www.jabref.org/GSoC2021.html,https://gitter.im/JabRef/jabref?,https://summerofcode.withgoogle.com/archive/2021/organizations/5760795715043328/
Java PathFinder,JPF is a highly extensible Java virtual machine built for software verification.,"
Programming Languages and Development Tools
","[' android', ' distributed systems', 'java', 'jvm']","[' model checking', ' symbolic execution', ' verification of concurrent systems', 'program analysis', 'jvm']",https://github.com/javapathfinder/jpf-core/wiki/GSoC-2021-Project-Ideas,https://groups.google.com/g/java-pathfinder,https://summerofcode.withgoogle.com/archive/2021/organizations/5712237452328960/
JBoss Community,Community of projects around JBoss Middleware,"
Web
","['java', 'golang', 'rust', 'kubernetes', 'node.js']","['iot', 'cloud', 'machine learning', 'messaging', 'cfc']",https://docs.jboss.org/display/GSOC/Google+Summer+of+Code+2021+Ideas,https://gitter.im/JBossOutreach/gsoc,https://summerofcode.withgoogle.com/archive/2021/organizations/5722851356704768/
JdeRobot - Universidad Rey Juan Carlos,A software toolkit for developing applications in Robotics and Computer Vision,"
Other
","['ros', 'gazebo', 'tensorflow', 'opencv', 'python']","['robotics', ' education', ' computer vision', ' developer tools', 'artificial intelligence']",https://jderobot.github.io/activities/gsoc/2021,https://jderobot.github.io/community,https://summerofcode.withgoogle.com/archive/2021/organizations/5743038910955520/
Joomla!,"Joomla, the flexible platform empowering website creators.","
Web
","['php', 'javascript', 'mysql', 'html', 'css']","['web', 'web development', 'web applications', 'programming languages', 'cms']",https://docs.joomla.org/GSoC_2021_Project_Ideas,https://glip.com/joomla,https://summerofcode.withgoogle.com/archive/2021/organizations/6265631002853376/
Joplin,A note-taking and to-do application with synchronization capabilities.,"
End User Applications
","['node.js', 'electron', 'react native', 'react', ' javascript']","['notes', 'synchronisation', 'sharing', 'encryption', 'cross-platform']",https://joplinapp.org/gsoc2021/ideas/,https://discourse.joplinapp.org/,https://summerofcode.withgoogle.com/archive/2021/organizations/6548330145906688/
KDE Community,International community creating Free Software together,"
End User Applications
","['c++', 'qt', 'qml', 'data structures', 'opengl']","['education', 'science', 'art']",https://community.kde.org/GSoC/2021/Ideas,https://webchat.kde.org/,https://summerofcode.withgoogle.com/archive/2021/organizations/4834047200591872/
Kiwix,Internet content for people without internet access,"
Other
","[' python', 'c/c++', ' typescript', 'kotlin', 'nodejs']",['offline access'],https://www.kiwix.org/en/support-us/code/google-summer-of-code/,https://join.slack.com/t/kiwixoffline/shared_invite/enQtOTUyMTg4NzMxMTM4LTU0MzYyZDliYjdmMDYzYWMzNDA0MDc4MWE5OGM0ODFhYjAxNWIxMjVjZTU4MTkyODJlZWFkMmQ2YTZkYTUzZDY,https://summerofcode.withgoogle.com/archive/2021/organizations/6595970359361536/
Kodi,The ultimate entertainment center,"
End User Applications
","['c++', 'ffmpeg', 'sqlite', 'python', 'opengl']","['media', 'video', 'audio', 'games']",https://kodi.wiki/view/Google_Summer_of_Code/2021,https://kodi.wiki/view/Kodi_related_projects_and_sites,https://summerofcode.withgoogle.com/archive/2021/organizations/5186500538400768/
LabLua,Programming Languages Research with emphasis on the Lua language,"
Programming Languages and Development Tools
","['lua', 'céu', 'kernel']","['scripting languages', 'reactive languages']",http://www.lua.inf.puc-rio.br/gsoc/ideas2021.html,http://groups.google.com/group/labluagsoc,https://summerofcode.withgoogle.com/archive/2021/organizations/5651367128989696/
Learning Equality,Equity in education to transform lives,"
End User Applications
","[' django', ' vue.js', 'python', 'javascript']","[' offline', ' distributed databases', 'education', 'learning']",https://docs.google.com/document/d/e/2PACX-1vRNU9LAVw-NKDPDPFAsm2Xi45YKDqAppqR-YQJPu43GvwwE6HmRYuBEetQl28pQF2EZznNxZ6eFaEWS/pub,mailto:gsoc-2021@learningequality.org,https://summerofcode.withgoogle.com/archive/2021/organizations/5523941925322752/
libcamera,"An open source camera stack and framework for Linux, Android, and ChromeOS","
Graphics / Video / Audio / Virtual Reality
","['c/c++', 'qt5', 'gstreamer', 'v4l2', 'linux kernel']","['camera', 'image processing']",https://libcamera.org/open-projects.html,https://libcamera.org/contributing.html,https://summerofcode.withgoogle.com/archive/2021/organizations/5084072715485184/
Libre Space Foundation,Open-source software and hardware technologies for space,"
Science and Medicine
","['python', 'django', 'sdr', 'embedded systems', 'machine learning']","['space applications', 'satellite data', 'orbital dynamics', 'space standards']",https://gitlab.com/librespacefoundation/soc-org/-/wikis/Google-Summer-of-Code-2021#ideas,https://libre.space/community,https://summerofcode.withgoogle.com/archive/2021/organizations/5144401537400832/
LibreCube Initiative,Open Source Space and Earth Exploration,"
Science and Medicine
","['python', 'micropython', 'zmq', 'mbed']","['space', 'cubesat', 'mission control']",https://librecube.org/google-summer-of-code-2021/,mailto:info@librecube.org,https://summerofcode.withgoogle.com/archive/2021/organizations/5642529495580672/
LibreHealth,Healthcare for Humanity,"
Science and Medicine
","['android', 'java', 'javascript', 'python', 'php']","['web', 'radiology', 'deep learning', 'mobile apps']",https://forums.librehealth.io/ideas,https://chat.librehealth.io,https://summerofcode.withgoogle.com/archive/2021/organizations/6009541631672320/
LibreOffice,LibreOffice is a free and open source office suite.,"
End User Applications
","[' c++', ' python', 'java']","['office suite', ' end user application', 'desktop application']",https://wiki.documentfoundation.org/Development/GSoC/Ideas,https://wiki.documentfoundation.org/Website/IRC,https://summerofcode.withgoogle.com/archive/2021/organizations/4920197969870848/
libvirt,virtualization abstraction library,"
Cloud
","['kvm', 'hypervisor', 'xen']","['virtualization', ' library']",http://wiki.libvirt.org/page/Google_Summer_of_Code_Ideas,http://libvirt.org/contact.html#irc,https://summerofcode.withgoogle.com/archive/2021/organizations/4791907464511488/
Liquid Galaxy project,Liquid Galaxy is a panoramic system that runs Google Earth across a PC cluster,"
Graphics / Video / Audio / Virtual Reality
","[' python', 'java', 'android', 'machinelearning', 'arduino']","['maps', 'visualization', 'cluster', 'linux', 'google earth']",https://www.liquidgalaxy.eu/2020/12/gsoc-2021-global-and-ideas-page.html,mailto:liquidgalaxylab@gmail.com,https://summerofcode.withgoogle.com/archive/2021/organizations/5964067927228416/
Machine Learning for Science (ML4SCI) Umbrella Organization,Umbrella organization for machine learning applications in science,"
Science and Medicine
","['python', 'machine learning', 'c/c++', 'data analysis', 'artificial intelligence']","['science and medicine', 'machine learning', 'physics', 'astronomy', 'algorithms']",https://ml4sci.org/gsoc/2021/summary.html,https://gitter.im/ML4SCI/general,https://summerofcode.withgoogle.com/archive/2021/organizations/5101210708738048/
MapAction,MapAction works on maps and data analysis for the humanitarian sector,"
Other
","['python', 'apache airflow', 'data analysis', 'gis', 'visualization']","['humanitarian', 'maps', 'google cloud', 'data processing', 'geospatial']",https://mapaction.org/mapaction-project-ideas/,mailto:gsoc@mapaction.org,https://summerofcode.withgoogle.com/archive/2021/organizations/4875496487124992/
MariaDB Foundation,One of the most popular databases on the web with many notable users,"
Data and Databases
","['mariadb', 'mysql', 'c', 'c++', 'python']","['databases', 'sql', 'performance', 'distributed systems', ' cloud']",https://mariadb.com/kb/en/mariadb/google-summer-of-code-2021/,https://mariadb.com/kb/en/meta/irc/,https://summerofcode.withgoogle.com/archive/2021/organizations/6249801833775104/
Matrix.org,"An open network for secure, decentralized communication","
Social / Communications
","['decentralisation', 'python', 'rust', 'javascript', 'c++']","['decentralized', 'decentralisation', 'json']",http://matrix-org.github.io/gsoc/#/projects,https://matrix.to/#/#gsoc:matrix.org?via=bpulse.org&amp;via=matrix.org&amp;via=privacytools.io,https://summerofcode.withgoogle.com/archive/2021/organizations/4920269205929984/
Mayor's Office of New Urban Mechanics (City of Boston),"Exploring, experimenting + evaluating new approaches to government + civic life.","
Other
","['python', 'javascript']","['machine learning', 'civic tech', 'web', 'gis']",https://monum.github.io/gsoc-ideas-2021/,mailto:info@newurbanmechanics.org,https://summerofcode.withgoogle.com/archive/2021/organizations/5504645576785920/
MBDyn,MBDyn - free general-purpose multibody dynamics solver,"
Science and Medicine
","['c/c++', 'python']","['computational mechanics', 'multibody dynamics', 'simulation', 'aeroelasticity', 'multiphysics']",https://public.gitlab.polimi.it/DAER/mbdyn/-/wikis/Google-Summer-of-Code/GSoC-and-MBDyn,https://www.mbdyn.org/?Mailing_Lists,https://summerofcode.withgoogle.com/archive/2021/organizations/4862926560690176/
MDAnalysis,A Python package for the handling and analysis of molecular simulation data.,"
Science and Medicine
","['python', 'c/c++', 'cython']","['simulation', 'trajectory analysis', 'soft matter physics', 'materials', 'biochemistry']",https://github.com/MDAnalysis/mdanalysis/wiki/Project-Ideas-2021,https://github.com/MDAnalysis/mdanalysis/wiki/GSoC-FAQ,https://summerofcode.withgoogle.com/archive/2021/organizations/4692476220145664/
Media Cloud,Media Cloud is an open-source platform for media analysis.,"
Other
","[' javascript', ' python', 'react', 'docker', 'postgresql']","['media', 'news-media', 'media-analytics', 'civic-tech', 'research']",https://docs.google.com/document/d/1hhquzLme6RB_Mi5IoysmsrghBn-EL4qXsqzZI8cJrmM/edit?usp=sharing,mailto:gsoc-support@mediacloud.org,https://summerofcode.withgoogle.com/archive/2021/organizations/6194875543846912/
MediaPipe,Live ML anywhere,"
Graphics / Video / Audio / Virtual Reality
","[' android', 'ios', 'python', ' javascript', 'c++']","['real-time', ' machine learning', 'computer vision', 'ml-inference', 'deep learning']",https://docs.google.com/document/d/e/2PACX-1vT2ltp_QfENlSgwX9v8kIa8a3mRt1xdND86eOzw7xt_KbRPw6Ros12cfAWtMdbCYkEi8qdnL_GCtx-Z/pub,https://app.slack.com/client/T012J2XNN4B/C01QRC74YE6/thread/C01QRC74YE6-1617375202.000600,https://summerofcode.withgoogle.com/archive/2021/organizations/5917807371354112/
MetaBrainz Foundation Inc,Using open source & communities to curate large scale open data-sets.,"
Data and Databases
","[' python', 'postgresql', 'spark', 'react', 'rust']","['open data', 'music', 'books', 'databases', 'hosting']",https://wiki.musicbrainz.org/Development/Summer_of_Code/2021,https://metabrainz.org/contact,https://summerofcode.withgoogle.com/archive/2021/organizations/4875887060713472/
MetaCall,MetaCall allows calling functions between multiple programming languages.,"
Programming Languages and Development Tools
","['c/c++', ' javascript', ' python', 'cmake', 'guix']","['development tools', 'programming languages', 'polyglot', 'foreign function interface', 'cross-platform']",https://github.com/metacall/gsoc-2021,https://github.com/metacall/gsoc-2021#find-us,https://summerofcode.withgoogle.com/archive/2021/organizations/5272300328321024/
Metasploit,The world’s most used penetration testing framework,"
Security
","['ruby', 'postgresql', 'python', 'c', 'assembly']","['security', 'penetration testing', 'offensive security', 'exploitation']",https://github.com/rapid7/metasploit-framework/wiki/GSoC-2021-Project-Ideas,https://metasploit.com/slack,https://summerofcode.withgoogle.com/archive/2021/organizations/4728495023849472/
MGGG Redistricting Lab,MGGG researches applications in math and computer science for US redistricting,"
End User Applications
","['python', 'javascript', 'gis', 'julia', 'statistics']","['mapping and surveying', 'civic tech', 'graph algorithms', 'statistics']",https://docs.google.com/document/d/1uYBJu960i8O5TADEYZMb0GVJKWgAOOn-j64R1KPIpCM/edit?usp=sharing,mailto:mggg.gsoc@gmail.com,https://summerofcode.withgoogle.com/archive/2021/organizations/5759703384064000/
MIT App Inventor,Anyone can build apps with global impact.,"
Programming Languages and Development Tools
","['gwt', 'java', 'javascript']","['education', 'mobile']",https://github.com/mit-cml/appinventor-sources/wiki/Google-Summer-of-Code-2021,mailto:gsoc-2021@appinventor.mit.edu,https://summerofcode.withgoogle.com/archive/2021/organizations/5354857417932800/
mlpack,"fast, flexible C++ machine learning library","
Science and Medicine
","['c++', 'openmp']","['machine learning', 'data science', 'deep learning', 'linear algebra', 'reinforcement learning']",https://github.com/mlpack/mlpack/wiki/SummerOfCodeIdeas,https://www.mlpack.org/community.html,https://summerofcode.withgoogle.com/archive/2021/organizations/5101022367711232/
MoveIt,Software that is moving robots into the future,"
Science and Medicine
","['c/c++', 'python 3', 'robotics']",['robotics'],https://moveit.ros.org/documentation/contributing/future_projects/,https://moveit.ros.org/about/get_involved/,https://summerofcode.withgoogle.com/archive/2021/organizations/5449155236855808/
MuseScore,The World's Most Popular Notation App,"
Graphics / Video / Audio / Virtual Reality
","['qt', 'qml', ' c++']","['music', 'notation', 'audio', 'engraving']",https://musescore.org/en/node/316299,https://musescore.org/en/node/271551,https://summerofcode.withgoogle.com/archive/2021/organizations/5844642704130048/
mypy,A static type checker for Python and a compiler for type-annotated Python,"
Programming Languages and Development Tools
",[' python'],['compilers'],https://github.com/python/mypy/issues/10099,https://gitter.im/mypyc-dev/community,https://summerofcode.withgoogle.com/archive/2021/organizations/4693309712236544/
National Resource for Network Biology (NRNB),Developing open source software to enable network-based biomedical discovery,"
Science and Medicine
","['java', 'javascript', 'python', 'r', 'xml']","['network biology', 'graphics', 'web application', 'scientific computing', 'data science']",https://github.com/nrnb/GoogleSummerOfCode/issues,https://groups.google.com/forum/#!forum/cytoscape-helpdesk,https://summerofcode.withgoogle.com/archive/2021/organizations/4898028657311744/
Navidrome,Modern music server and streamer compatible with Subsonic/Airsonic,"
Web
","[' react', 'golang', 'ffmpeg']","['music', 'web', 'streaming']",https://www.navidrome.org/docs/gsoc/,https://discord.gg/2qMuMyHfSV,https://summerofcode.withgoogle.com/archive/2021/organizations/5963988000571392/
NumFOCUS,NumFOCUS supports and promotes open source scientific software.,"
Science and Medicine
","[' python', 'c/c++', ' javascript', 'r', 'julia']","['scientific computing', 'numerical computation', 'graphics', 'data science']",https://github.com/numfocus/gsoc/blob/master/2021/ideas-list.md#ideas-pages,https://groups.google.com/a/numfocus.org/forum/#!forum/gsoc,https://summerofcode.withgoogle.com/archive/2021/organizations/6176584620310528/
Open Bioinformatics Foundation,Promoting practice & philosophy of OSS & Open Science in biological research.,"
Science and Medicine
","[' python', 'c++', 'c', ' react', 'javascript']","['bioinformatics', 'genomics', 'workflows']",https://www.open-bio.org/events/gsoc/gsoc-project-ideas/,https://groups.google.com/g/obf-gsoc-general,https://summerofcode.withgoogle.com/archive/2021/organizations/6326136019091456/
Open Chemistry,Advancing Open Source and Open Science for Chemistry,"
Science and Medicine
","['c++14', 'c++17', 'python', ' javascript', 'opengl']","['quantum chemistry', 'scientific visualization', 'graphics', ' data science']",https://wiki.openchemistry.org/GSoC_Ideas_2021,https://openchemistry.slack.com/,https://summerofcode.withgoogle.com/archive/2021/organizations/5838773731983360/
Open Genome Informatics,Association of open access genomics and bioinformatics projects.,"
Science and Medicine
","['neo4j', ' python', ' mysql', ' react', ' javascript']","['computational biology', 'biology', 'genomics', 'bioinformatics', 'data and databases']",http://gmod.org/wiki/GSOC_Project_Ideas_2021,https://groups.google.com/forum/#!forum/genome-informatics,https://summerofcode.withgoogle.com/archive/2021/organizations/5660767872876544/
Open Roberta,Open Roberta® Lab is an online IDE introducing kids to program robots with NEPO®,"
Programming Languages and Development Tools
","['java', 'typescript', 'python', 'c++', 'go']","['robotics', 'education', 'visual programming']",https://github.com/OpenRoberta/openroberta-lab/wiki/Project-Ideas,https://github.com/OpenRoberta/openroberta-lab/wiki/Community,https://summerofcode.withgoogle.com/archive/2021/organizations/6381326080409600/
Open Robotics,"Open source software for use in robotics research, education and industry","
Programming Languages and Development Tools
","['ros', 'gazebo', 'ignition', 'c/c++', ' python']",['robotics'],https://github.com/osrf/osrf_wiki/wiki/GSoC,http://wiki.ros.org/Get%20Involved,https://summerofcode.withgoogle.com/archive/2021/organizations/5698036243628032/
openastronomy,Opening the eyes of research astronomy software to the whole world.,"
Science and Medicine
","['python', 'julia', 'numba', 'spark', 'javascript']","['astronomy', 'solar physics', 'high energy astrophysics', 'astrophysics']",https://openastronomy.org/gsoc/gsoc2021/,https://openastronomy.org,https://summerofcode.withgoogle.com/archive/2021/organizations/6276607395758080/
OpenCV,Open Source Computer Vision and Deep Learning Library,"
Graphics / Video / Audio / Virtual Reality
","['c++', 'python 3', 'javascript', 'opengl', 'cuda']","['computer vision', 'robotics']",https://github.com/opencv/opencv/wiki/GSoC_2021,https://webchat.freenode.net/#opencv,https://summerofcode.withgoogle.com/archive/2021/organizations/5722622045716480/
OpenMined,Lowering the barrier of entry to privacy preserving technology,"
Programming Languages and Development Tools
","['python', 'rust', 'pytorch', 'hyperledger aries', ' javascript']","['encrypted computation', 'federated learning', 'structured transparency', 'differential privacy', 'privacy']",https://www.notion.so/openmined/OpenMined-GSoC-Applications-38ceaf8251da4f4e85fed69ac7c388f3#31335fa576474e34b3505449a542bf85,https://www.openmined.org/,https://summerofcode.withgoogle.com/archive/2021/organizations/5769029704220672/
OpenMRS,Write code. Save lives.,"
Science and Medicine
","['java', ' javascript', 'spring', ' mysql', ' android']","['science and medicine', ' open source', 'electronic medical records']",https://wiki.openmrs.org/display/RES/Summer+Of+Code+2021,https://wiki.openmrs.org/display/IRC/Home,https://summerofcode.withgoogle.com/archive/2021/organizations/5663972321132544/
OpenStreetMap,Creating and distributing free geographic data for the world.,"
Other
","['java', ' javascript', 'ruby', ' python', 'postgresql']","['maps', 'open data', 'crowdsourcing', 'gis']",https://wiki.openstreetmap.org/wiki/Google_Summer_of_Code/2021/Project_ideas,https://wiki.openstreetmap.org/wiki/Google_Summer_of_Code/2021#Contact,https://summerofcode.withgoogle.com/archive/2021/organizations/5165116701540352/
openSUSE Project,"Our community creates, promotes, improves and documents open-source software.","
Operating Systems
","['kubernetes', 'artificial intelligence', 'linux', ' python', 'rust']","['operating systems', 'devops', 'developer tools', 'software quality', 'containers']",https://101.opensuse.org/,https://en.opensuse.org/openSUSE:IRC_list,https://summerofcode.withgoogle.com/archive/2021/organizations/5137006207696896/
OpenWISP,A Hackable Network Management System for the 21st Century,"
Web
","['python', 'django', 'openwrt', 'javascript', 'lua']","['network management system', 'wifi', 'mesh', 'hotspot', 'iot']",https://openwisp.io/docs/developer/gsoc-ideas-2021.html,https://gitter.im/openwisp/general,https://summerofcode.withgoogle.com/archive/2021/organizations/5206079750799360/
Oppia Foundation,"A free, online learning platform for making quality education accessible to all","
Web
","['angular', 'python', 'kotlin', 'css', 'typescript']","['education', 'web', 'interactive', 'nonprofit', 'community']",https://github.com/oppia/oppia/wiki/Google-Summer-of-Code-2021#oppias-project-ideas-list,https://github.com/oppia/oppia/wiki/Google-Summer-of-Code-2021#communication,https://summerofcode.withgoogle.com/archive/2021/organizations/5223170600075264/
Orcasound,Open-source code to accelerate orca conservation & bioacoustic research,"
Science and Medicine
","['python', 'javascript', ' react', 'elixir', 'raspberry pi']","['audio analysis', ' machine learning', 'real-time', 'scientific visualization', 'citizen science']",https://github.com/orcasound/orcagsoc/issues,https://join.slack.com/t/orcasound/shared_invite/zt-bd1jk2q9-FjeWr3OzocDBwDgS0g1FdQ,https://summerofcode.withgoogle.com/archive/2021/organizations/6255426160558080/
OSGeo - Open Source Geospatial Foundation,The Open Source Geospatial Foundation,"
Other
","['python', 'c/c++', 'javascript', 'sql', 'java']","['routing', 'databases', 'gis', 'open science', 'citizen science']",https://wiki.osgeo.org/wiki/Google_Summer_of_Code_2021_Ideas,https://wiki.osgeo.org/wiki/Google_Summer_of_Code_Recommendations_for_Students#How_to_get_in_contact_via_IRC,https://summerofcode.withgoogle.com/archive/2021/organizations/5115040503431168/
OWASP Foundation,OWASP® is a nonprofit foundation that improves the security of software,"
Security
","['python', 'javascript', 'c/c++', 'golang']","['application security', 'cybersecurity', 'top 10', 'pentesting']",https://owasp.org/www-community/initiatives/gsoc/gsoc2021ideas,https://owasp.org/slack/invite,https://summerofcode.withgoogle.com/archive/2021/organizations/5704942551040000/
PEcAn Project,Develop accessible tools for reproducible ecosystem modeling and forecasting,"
Science and Medicine
","['r', 'api', 'docker', 'kubernetes', 'postgresql']","['ecosystem models', 'scientific visualization', 'ecological forecasting', 'data science', 'climate science']",https://pecanproject.github.io/gsoc_ideas.html,https://join.slack.com/t/pecanproject/shared_invite/enQtMzkyODUyMjQyNTgzLWEzOTM1ZjhmYWUxNzYwYzkxMWVlODAyZWQwYjliYzA0MDA0MjE4YmMyOTFhMjYyMjYzN2FjODE4N2Y4YWFhZmQ,https://summerofcode.withgoogle.com/archive/2021/organizations/5117265531371520/
Pharo Consortium,The immersive programming experience,"
Programming Languages and Development Tools
","['pharo', 'smalltalk', 'roassal', 'spec']","['programming languages', 'virtual machines', 'compilers', 'ide', 'visualization']",https://gsoc.pharo.org/ideas,https://discord.gg/QewZMZa,https://summerofcode.withgoogle.com/archive/2021/organizations/5738046581899264/
Pidgin Instant Messenger,A universal chat client.,"
Social / Communications
","['c', 'gtk', 'gstreamer']","['chat', 'web', 'real time', 'voice', 'video']",https://pidgin.im/development/gsoc/ideas/,https://pidgin.im/about/community/,https://summerofcode.withgoogle.com/archive/2021/organizations/5646348627476480/
Pitivi,Allowing everyone on the planet to express themselves through filmmaking,"
Graphics / Video / Audio / Virtual Reality
","['python', 'gtk', 'gstreamer', 'c']","['filmmaking', 'video editing', 'video processing']",https://developer.pitivi.org/GSoC_Ideas.html,https://www.pitivi.org/contact/,https://summerofcode.withgoogle.com/archive/2021/organizations/5952433766793216/
Plan 9 Foundation,Lightweight distributed computing,"
Operating Systems
","['c', ' distributed systems', 'concurrency', ' golang']","['operating systems', 'distributed systems', 'network programming']",http://p9f.org/wiki/gsoc-2021-ideas/index.html,http://p9f.org/wiki/IRC/index.html,https://summerofcode.withgoogle.com/archive/2021/organizations/5118711358291968/
Point Cloud Library,"Standalone, large scale, open project for 2D/3D image and point cloud processing","
Science and Medicine
","[' computer vision', 'c++14', ' python', 'cuda', 'cmake']","['robotics', 'computer vision', '2d/3d graphics', 'data structures', ' gpu computing']",https://github.com/PointCloudLibrary/pcl/wiki/PCL-GSoc-Ideas,https://discord.gg/JFFMAXS,https://summerofcode.withgoogle.com/archive/2021/organizations/6260986197049344/
Polypheny,The distributed and self-adaptive polystore,"
Data and Databases
","['java', ' javascript', 'angular', 'sql']","['polystore', 'databases', 'nosql', 'ui', 'big data']",https://polypheny.org/community/gsoc/,mailto:mail@polypheny.org,https://summerofcode.withgoogle.com/archive/2021/organizations/5697965007568896/
PostgreSQL,PostgreSQL is the world's most advanced open source database.,"
Data and Databases
","['sql', 'c', 'python', 'julia', 'perl']","['relational database', 'data', 'web', 'postgresql', 'sql']",https://wiki.postgresql.org/wiki/GSoC_2021,https://www.postgresql.org/community/irc/,https://summerofcode.withgoogle.com/archive/2021/organizations/6316019928268800/
Postman,The Collaboration Platform for API Development,"
Programming Languages and Development Tools
","[' javascript', 'graphql', 'node.js', 'openapi', 'rest api']","['programming languages and development tools', 'api management', 'software development', 'productivity', 'apis']",https://docs.google.com/document/d/1F2RWY7wmexsv5KOPsH7T_XiITt8gDK1PPPoaCFf5Ua8/edit?usp=sharing,https://community.postman.com/c/open-technology/gsoc/42,https://summerofcode.withgoogle.com/archive/2021/organizations/5124239249637376/
Processing Foundation,Our goal is to empower people of all backgrounds to learn how to program.,"
Programming Languages and Development Tools
","[' java', 'javascr', 'python', ' android', 'opengl']","['creative coding', 'graphics', 'web', 'education', 'design']",https://github.com/processing/processing/wiki/Project-List,https://discourse.processing.org/,https://summerofcode.withgoogle.com/archive/2021/organizations/4923136667025408/
Project WikiLoop,Contribute to open knowledge at scale - heritage preservation and translation,"
Other
","['mediawiki', 'python', 'java']","['knowledge graphs', 'computer-assisted translation', 'cultural heritage']",https://docs.google.com/document/d/1UmG7cMop3FYcP2jyPKwP4CLkAaqbb6e3Z2NJI2W0sbw/edit#,https://meta.wikimedia.org/wiki/WikiLoop/TibetanInitiative/GSoC,https://summerofcode.withgoogle.com/archive/2021/organizations/5935335233552384/
Public Lab,Open hardware and software to help communities measure and analyze pollution,"
Science and Medicine
","['ruby on rails', 'javascript', 'node']","['science', 'environment', 'diversity', 'community', 'diy']",https://publiclab.org/gsoc-ideas,https://publiclab.org/chat,https://summerofcode.withgoogle.com/archive/2021/organizations/6245542903939072/
Purr Data,"A user-friendly visual programming environment for audio, video, and graphics.","
Graphics / Video / Audio / Virtual Reality
","['c', 'c++', ' javascript', ' html', ' css']","['graphics / video / audio / virtual reality', ' web development', 'real-time', 'visual programming']",https://git.purrdata.net/jwilkes/summer-of-code-ideas-list,https://disis.music.vt.edu/listinfo/l2ork-dev,https://summerofcode.withgoogle.com/archive/2021/organizations/5146061710032896/
Python Software Foundation,Python is a programming language used by software developers and scientists.,"
Science and Medicine
",['python'],"['programming languages', 'science and medicine']",https://python-gsoc.org/,http://python-gsoc.org/index.html#contact,https://summerofcode.withgoogle.com/archive/2021/organizations/5068943793848320/
QEMU,Open source machine emulator and virtualizer,"
Cloud
","['c', 'python', 'rust', 'linux']","['emulator', 'hypervisor', 'compiler', 'code generation', 'lowlevel']",https://wiki.qemu.org/Google_Summer_of_Code_2021,https://webchat.oftc.net/?channels=qemu-gsoc,https://summerofcode.withgoogle.com/archive/2021/organizations/4837236381581312/
Qubes OS,A reasonably secure operating system,"
Operating Systems
","['python', 'shell', 'c', 'ruby']","['security', 'privacy', 'virtualization']",https://qubes-os.org/gsoc,https://www.qubes-os.org/mailing-lists/,https://summerofcode.withgoogle.com/archive/2021/organizations/5682513023860736/
React Native Elements,Cross Platform React Native UI Toolkit,"
Programming Languages and Development Tools
","['javascript', 'react', 'react native']","['ui toolkit', 'design system']",https://github.com/react-native-elements/org/blob/master/GSoC/ideas.md,https://react-native-elements-slack.herokuapp.com/,https://summerofcode.withgoogle.com/archive/2021/organizations/4838168020385792/
ReactOS,Open your windows to freedom!,"
Operating Systems
","['c', 'c++', 'win32', 'nt']","['operating systems', 'drivers', 'kernel', 'windows', 'applications']",https://reactos.org/wiki/Google_Summer_of_Code_2021_Ideas,https://chat.reactos.org,https://summerofcode.withgoogle.com/archive/2021/organizations/5679527786708992/
